"","InvoiceNo","TotalAmount","UniqueProducts","TransactionDate","CustomerID"
"5360","551992",125.76,6,2011-05-05,12747
"5361","551993",99.21,12,2011-05-05,14697
"5362","551994",405.92,28,2011-05-05,12868
"5363","551996",218.46,15,2011-05-05,16628
"5364","551998",228,22,2011-05-05,14099
"5365","552004",147.44,10,2011-05-05,17522
"5366","552005",345.39,24,2011-05-05,15491
"5367","552007",270.98,15,2011-05-05,13269
"5368","552010",292.42,43,2011-05-05,14713
"5369","552011",138.85,8,2011-05-05,13867
"5370","552013",1103.71,65,2011-05-05,12451
"5371","552018",136.2,8,2011-05-05,16817
"5372","552023",328.8,23,2011-05-05,17624
"5373","552025",378.95,31,2011-05-05,13969
"5374","552028",64.06,4,2011-05-05,13969
"5375","552032",67.95,5,2011-05-05,14393
"5376","552033",92.16,5,2011-05-05,14776
"5377","552034",63.66,3,2011-05-05,17578
"5378","552036",175.75,21,2011-05-05,12748
"5379","552037",111,5,2011-05-05,13450
"5380","552039",1948.33,131,2011-05-06,13081
"5381","552040",138.9,9,2011-05-06,12502
"5382","552041",105.9,6,2011-05-06,14273
"5383","552042",470.66,26,2011-05-06,13952
"5384","552044",176.3,8,2011-05-06,17423
"5385","552045",365.83,24,2011-05-06,18241
"5386","552046",370.77,24,2011-05-06,15235
"5387","552051",415.02,60,2011-05-06,14796
"5388","552053",153.9,11,2011-05-06,16153
"5389","552054",353.06,21,2011-05-06,15062
"5390","552055",174.36,12,2011-05-06,16353
"5391","552057",217.85,12,2011-05-06,17504
"5392","552058",210.65,11,2011-05-06,15218
"5393","552059",103.14,10,2011-05-06,17470
"5394","552061",639.66,39,2011-05-06,13001
"5395","552062",95.56,10,2011-05-06,13117
"5396","552064",118.3,14,2011-05-06,15874
"5397","552065",190.54,20,2011-05-06,16729
"5398","552078",258.8,14,2011-05-06,16748
"5399","552108",166.07,49,2011-05-06,17841
"5400","552121",189.96,14,2011-05-06,15757
"5401","552127",59.9,4,2011-05-06,17174
"5402","552134",151.4,8,2011-05-06,14944
"5403","552135",19.92,1,2011-05-06,14944
"5404","552139",162.24,19,2011-05-06,14659
"5405","552149",508,34,2011-05-06,13365
"5406","552166",371.96,24,2011-05-06,13475
"5407","552167",93.75,5,2011-05-06,18227
"5408","552168",226.9,11,2011-05-06,13880
"5409","552169",79.75,6,2011-05-06,17800
"5410","552170",216.3,13,2011-05-06,16458
"5411","552174",15.6,1,2011-05-06,15144
"5412","552176",127.38,25,2011-05-06,17516
"5413","552179",68.79,9,2011-05-06,16919
"5414","552180",430.46,29,2011-05-06,18235
"5415","552182",114.7,7,2011-05-06,14180
"5416","552183",173.12,36,2011-05-06,17604
"5417","552184",128.96,7,2011-05-06,13741
"5418","552185",296.01,20,2011-05-06,12921
"5419","552186",315.75,18,2011-05-06,12921
"5420","552188",347.88,20,2011-05-06,12394
"5421","552189",10.08,1,2011-05-06,12748
"5422","552191",58.9,6,2011-05-06,16832
"5423","552192",212.66,13,2011-05-06,15258
"5424","552193",203.92,15,2011-05-06,15114
"5425","552195",51,2,2011-05-06,13089
"5426","552196",20.44,6,2011-05-06,18078
"5427","552197",85.44,4,2011-05-06,13743
"5428","552198",90.12,17,2011-05-06,15552
"5429","552202",53.55,3,2011-05-06,12414
"5430","552211",192,8,2011-05-06,12709
"5431","552217",138.31,8,2011-05-06,18170
"5432","552231",586.35,43,2011-05-06,17364
"5433","552233",16.5,1,2011-05-06,17068
"5434","552235",196.5,10,2011-05-06,15194
"5435","552236",40.2,2,2011-05-06,16525
"5436","552238",14.85,1,2011-05-06,14403
"5437","552239",283.52,42,2011-05-06,14056
"5438","552240",102.9,4,2011-05-06,13723
"5439","552242",62.68,9,2011-05-06,12748
"5440","552243",84.49,18,2011-05-06,12748
"5441","552244",29.89,14,2011-05-06,12748
"5442","552245",48.97,12,2011-05-06,12748
"5443","552246",19.72,8,2011-05-06,12748
"5444","552247",21.39,11,2011-05-06,12748
"5445","552248",7.15,3,2011-05-06,12748
"5446","552249",35.97,11,2011-05-06,12748
"5447","552250",3.3,2,2011-05-06,12748
"5448","552251",22.14,8,2011-05-06,12748
"5449","552252",217.85,12,2011-05-08,15227
"5450","552253",74.5,4,2011-05-08,14201
"5451","552254",122.86,5,2011-05-08,16168
"5452","552255",187.16,14,2011-05-08,14005
"5453","552256",150.6,10,2011-05-08,16621
"5454","552257",221.72,24,2011-05-08,16923
"5455","552259",208.62,24,2011-05-08,15796
"5456","552260",94.9,6,2011-05-08,17002
"5457","552261",219.4,13,2011-05-08,16807
"5458","552262",667.11,44,2011-05-08,14911
"5459","552263",86.35,5,2011-05-08,15561
"5460","552264",189.64,22,2011-05-08,14959
"5461","552265",492.73,55,2011-05-08,14161
"5462","552266",147.7,8,2011-05-08,13975
"5463","552267",117.33,20,2011-05-08,15038
"5464","552268",135.64,10,2011-05-08,14709
"5465","552269",287.89,74,2011-05-08,16121
"5466","552270",105.55,13,2011-05-08,16928
"5467","552271",150.35,16,2011-05-08,13069
"5468","552272",28.44,1,2011-05-08,13694
"5469","552273",257.1,14,2011-05-08,13021
"5470","552274",69.7,5,2011-05-08,16523
"5471","552276",75.36,4,2011-05-08,18142
"5472","552277",354.8,66,2011-05-08,13642
"5473","552278",199.11,41,2011-05-08,15059
"5474","552279",120.4,7,2011-05-08,15117
"5475","552280",60.26,13,2011-05-08,13561
"5476","552281",466.29,37,2011-05-08,15704
"5477","552282",316.53,37,2011-05-08,14040
"5478","552283",56.25,4,2011-05-08,13468
"5479","552284",48.5,2,2011-05-08,18149
"5480","552285",350.9,145,2011-05-08,14684
"5481","552286",205.37,26,2011-05-08,16393
"5482","552287",107,7,2011-05-08,17705
"5483","552288",164.24,10,2011-05-08,13313
"5484","552289",5.55,2,2011-05-08,17869
"5485","552290",369.75,79,2011-05-08,16007
"5486","552291",374.3,22,2011-05-08,15421
"5487","552292",38.2,2,2011-05-08,15421
"5488","552293",173.12,11,2011-05-08,16232
"5489","552294",112.95,6,2011-05-08,16232
"5490","552295",251.02,41,2011-05-08,14224
"5491","552296",324.42,42,2011-05-08,15518
"5492","552297",96.4,6,2011-05-08,15092
"5493","552298",236.46,16,2011-05-08,14507
"5494","552299",114.05,8,2011-05-08,15827
"5495","552302",97.09,26,2011-05-08,14606
"5496","552303",247.77,15,2011-05-08,14341
"5497","552304",142.5,27,2011-05-08,12748
"5498","552305",119.75,7,2011-05-08,14341
"5499","552306",283.99,18,2011-05-08,13911
"5500","552307",95.85,16,2011-05-08,12748
"5501","552308",207,13,2011-05-08,17410
"5502","552309",296.65,20,2011-05-08,13835
"5503","552310",155.68,38,2011-05-08,17323
"5504","552311",149.56,10,2011-05-08,15312
"5505","552312",97.14,7,2011-05-08,13427
"5506","552313",270.02,16,2011-05-08,13139
"5507","552314",90.6,6,2011-05-08,14353
"5508","552315",866.03,58,2011-05-08,12700
"5509","552316",302.91,20,2011-05-08,15674
"5510","552318",377.36,60,2011-05-08,17231
"5511","552319",59.05,4,2011-05-09,13003
"5512","552320",185.3,11,2011-05-09,13985
"5513","552321",253.06,16,2011-05-09,17049
"5514","552322",289,15,2011-05-09,17049
"5515","552323",239.4,13,2011-05-09,16756
"5516","552324",70.2,4,2011-05-09,16672
"5517","552325",223.3,14,2011-05-09,12490
"5518","552326",269.39,15,2011-05-09,15596
"5519","552327",60.95,4,2011-05-09,17007
"5520","552328",75,4,2011-05-09,14188
"5521","552329",184.2,12,2011-05-09,13492
"5522","552330",324.3,19,2011-05-09,12948
"5523","552332",335.11,24,2011-05-09,13908
"5524","552333",243.95,29,2011-05-09,15039
"5525","552336",292.05,15,2011-05-09,15159
"5526","552337",421.11,27,2011-05-09,12621
"5527","552353",360.29,29,2011-05-09,17612
"5528","552357",195.82,12,2011-05-09,18219
"5529","552358",643.28,41,2011-05-09,15673
"5530","552364",404.2,30,2011-05-09,13004
"5531","552365",272.46,35,2011-05-09,16440
"5532","552371",101.18,13,2011-05-09,17629
"5533","552372",225.55,18,2011-05-09,13394
"5534","552376",109.05,13,2011-05-09,16326
"5535","552404",114.9,9,2011-05-09,15932
"5536","552410",118.49,18,2011-05-09,14527
"5537","552418",264.7,16,2011-05-09,13971
"5538","552441",85.65,5,2011-05-09,16359
"5539","552442",276.98,24,2011-05-09,14667
"5540","552444",172.18,25,2011-05-09,17634
"5541","552445",206.59,12,2011-05-09,16839
"5542","552446",351.83,37,2011-05-09,16729
"5543","552448",111.15,17,2011-05-09,18120
"5544","552449",224.8,10,2011-05-09,12355
"5545","552451",29.5,1,2011-05-09,14543
"5546","552452",148.08,15,2011-05-09,13752
"5547","552453",181.7,9,2011-05-09,12840
"5548","552456",296.04,23,2011-05-09,13999
"5549","552457",376.3,25,2011-05-09,16477
"5550","552460",484,28,2011-05-09,13178
"5551","552461",29.5,1,2011-05-09,17723
"5552","552463",109.13,8,2011-05-09,14699
"5553","552464",148.28,8,2011-05-09,12726
"5554","552465",181.54,21,2011-05-09,16242
"5555","552466",285.46,18,2011-05-09,13458
"5556","552467",265.86,14,2011-05-09,15249
"5557","552468",329.58,27,2011-05-09,13141
"5558","552469",410.45,70,2011-05-09,12867
"5559","552472",251.6,16,2011-05-09,16503
"5560","552479",92.72,6,2011-05-09,12821
"5561","552491",71.7,4,2011-05-09,17033
"5562","552521",71.82,5,2011-05-09,16668
"5563","552526",147.15,17,2011-05-09,17576
"5564","552528",172.95,19,2011-05-09,17218
"5565","552529",38.3,2,2011-05-09,14541
"5566","552530",310.06,21,2011-05-10,13055
"5567","552531",72.33,4,2011-05-10,13742
"5568","552532",326.79,20,2011-05-10,15615
"5569","552533",133.02,7,2011-05-10,13767
"5570","552536",197.6,16,2011-05-10,14209
"5571","552537",32.55,9,2011-05-10,17315
"5572","552538",14.95,1,2011-05-10,13692
"5573","552542",240.12,17,2011-05-10,16841
"5574","552543",405.15,20,2011-05-10,12399
"5575","552544",319.81,24,2011-05-10,13320
"5576","552545",188.8,12,2011-05-10,13320
"5577","552547",365.58,22,2011-05-10,13098
"5578","552548",102.2,6,2011-05-10,16357
"5579","552551",160.66,11,2011-05-10,15433
"5580","552554",319.51,33,2011-05-10,12843
"5581","552555",62.2,4,2011-05-10,18242
"5582","552557",53.1,3,2011-05-10,16696
"5583","552558",357.15,22,2011-05-10,14766
"5584","552559",195.43,14,2011-05-10,15865
"5585","552560",371.63,25,2011-05-10,17581
"5586","552562",217.2,13,2011-05-10,17581
"5587","552563",504.86,33,2011-05-10,17597
"5588","552567",43.2,2,2011-05-10,12971
"5589","552571",180.75,16,2011-05-10,14688
"5590","552573",37.8,3,2011-05-10,16306
"5591","552574",164.61,21,2011-05-10,15311
"5592","552575",165.44,11,2011-05-10,14397
"5593","552576",41.6,2,2011-05-10,13242
"5594","552577",62.4,3,2011-05-10,13242
"5595","552614",445.48,29,2011-05-10,14849
"5596","552624",508.86,62,2011-05-10,14505
"5597","552631",453.1,29,2011-05-10,12684
"5598","552638",441.36,27,2011-05-10,17700
"5599","552639",129.35,8,2011-05-10,15134
"5600","552640",186.91,57,2011-05-10,17841
"5601","552641",56.2,3,2011-05-10,16525
"5602","552642",225.6,12,2011-05-10,14288
"5603","552643",155.35,28,2011-05-10,16791
"5604","552644",45.4,2,2011-05-10,15063
"5605","552645",13.52,1,2011-05-10,16791
"5606","552646",22.39,8,2011-05-10,14078
"5607","552647",16.5,1,2011-05-10,13012
"5608","552649",132.8,6,2011-05-10,12592
"5609","552651",223.28,31,2011-05-10,16431
"5610","552652",200.22,44,2011-05-10,14591
"5611","552654",125.53,48,2011-05-10,15756
"5612","552655",195.13,43,2011-05-10,14587
"5613","552656",113.15,7,2011-05-10,12712
"5614","552657",53.16,4,2011-05-10,18041
"5615","552658",187.15,22,2011-05-10,14534
"5616","552661",65.6,3,2011-05-10,14051
"5617","552664",67.2,3,2011-05-10,14051
"5618","552669",287.26,34,2011-05-10,16710
"5619","552690",224.54,15,2011-05-10,16676
"5620","552692",239.9,14,2011-05-10,13990
"5621","552693",21.6,2,2011-05-10,12748
"5622","552694",795.35,42,2011-05-10,12749
"5623","552695",743.08,44,2011-05-10,16320
"5624","552696",95.94,6,2011-05-10,13592
"5625","552697",15,1,2011-05-10,13695
"5626","552699",84.72,5,2011-05-10,16210
"5627","552703",251.29,44,2011-05-10,14462
"5628","552708",180.25,12,2011-05-10,13487
"5629","552710",387.66,22,2011-05-11,13098
"5630","552711",361.32,20,2011-05-11,16143
"5631","552712",173.45,11,2011-05-11,17634
"5632","552714",285.49,17,2011-05-11,17164
"5633","552715",305.26,17,2011-05-11,12921
"5634","552716",24.9,1,2011-05-11,12921
"5635","552717",8.5,1,2011-05-11,12483
"5636","552721",162.1,13,2011-05-11,14691
"5637","552723",140.4,7,2011-05-11,16229
"5638","552724",288.2,24,2011-05-11,13418
"5639","552725",72,4,2011-05-11,13418
"5640","552726",405.53,24,2011-05-11,14920
"5641","552727",572.24,33,2011-05-11,14920
"5642","552729",39.6,2,2011-05-11,13089
"5643","552730",479.8,29,2011-05-11,16837
"5644","552731",173.1,12,2011-05-11,12372
"5645","552732",115.95,6,2011-05-11,17428
"5646","552734",264.27,17,2011-05-11,17428
"5647","552735",61.68,5,2011-05-11,17428
"5648","552764",208.56,16,2011-05-11,17489
"5649","552769",166.66,51,2011-05-11,16241
"5650","552770",154.06,8,2011-05-11,13404
"5651","552779",115.43,7,2011-05-11,13013
"5652","552802",166.94,25,2011-05-11,16115
"5653","552803",311.11,44,2011-05-11,14573
"5654","552804",282.47,17,2011-05-11,15615
"5655","552806",85,5,2011-05-11,15729
"5656","552811",180.21,12,2011-05-11,17677
"5657","552813",264.52,18,2011-05-11,15079
"5658","552815",16.95,1,2011-05-11,17677
"5659","552816",258.4,49,2011-05-11,15521
"5660","552817",469.46,27,2011-05-11,13136
"5661","552818",19.8,1,2011-05-11,17770
"5662","552819",205.2,8,2011-05-11,16652
"5663","552820",722.41,54,2011-05-11,16644
"5664","552821",248.02,48,2011-05-11,18118
"5665","552822",335.39,36,2011-05-11,15521
"5666","552823",127.66,24,2011-05-11,14731
"5667","552824",384.88,58,2011-05-11,14056
"5668","552825",578.48,35,2011-05-11,15296
"5669","552826",832.12,58,2011-05-11,14277
"5670","552827",17.7,1,2011-05-11,18144
"5671","552828",270.44,17,2011-05-11,13662
"5672","552829",221.06,30,2011-05-11,12748
"5673","552830",23.4,1,2011-05-11,15187
"5674","552831",212.25,15,2011-05-11,13052
"5675","552835",285.39,22,2011-05-11,17664
"5676","552837",48.24,3,2011-05-11,12901
"5677","552838",156.02,9,2011-05-11,15732
"5678","552839",665.79,48,2011-05-11,14367
"5679","552840",36.24,2,2011-05-11,12901
"5680","552842",56.65,6,2011-05-11,17888
"5681","552843",246.22,32,2011-05-11,14649
"5682","552844",178.26,12,2011-05-11,12649
"5683","552845",27,1,2011-05-11,14646
"5684","552846",18,1,2011-05-11,14646
"5685","552847",182.45,14,2011-05-11,14649
"5686","552848",26.55,2,2011-05-11,14367
"5687","552850",26.55,2,2011-05-11,14367
"5688","552851",156.9,7,2011-05-11,12731
"5689","552852",416.45,62,2011-05-11,16712
"5690","552853",66.14,14,2011-05-11,16712
"5691","552854",237.51,17,2011-05-11,14748
"5692","552859",123.52,10,2011-05-11,13069
"5693","552860",102.02,9,2011-05-11,17889
"5694","552861",27.31,4,2011-05-11,12748
"5695","552864",751.77,53,2011-05-11,13235
"5696","552867",290.92,16,2011-05-12,15513
"5697","552868",5.04,1,2011-05-12,15513
"5698","552869",367.75,27,2011-05-12,15106
"5699","552870",123.5,7,2011-05-12,15513
"5700","552871",153.07,10,2011-05-12,12693
"5701","552872",145.2,6,2011-05-12,16985
"5702","552873",46,3,2011-05-12,16985
"5703","552874",433.14,33,2011-05-12,12621
"5704","552875",100.6,5,2011-05-12,12621
"5705","552877",310.56,19,2011-05-12,14883
"5706","552878",308.8,23,2011-05-12,12625
"5707","552879",171.6,15,2011-05-12,12976
"5708","552880",304.94,28,2011-05-12,18245
"5709","552881",129.24,7,2011-05-12,18245
"5710","552883",181.44,7,2011-05-12,14646
"5711","552884",181.82,13,2011-05-12,12395
"5712","552886",434.52,27,2011-05-12,16244
"5713","552887",40.8,2,2011-05-12,13092
"5714","552888",8.64,1,2011-05-12,15061
"5715","552890",64.35,3,2011-05-12,14233
"5716","552891",53.95,4,2011-05-12,14681
"5717","552893",75.48,9,2011-05-12,14421
"5718","552894",108.94,35,2011-05-12,14606
"5719","552905",586.1,33,2011-05-12,15974
"5720","552945",33.92,2,2011-05-12,15953
"5721","552946",135.83,10,2011-05-12,12683
"5722","552947",47.6,3,2011-05-12,16943
"5723","552948",260.86,13,2011-05-12,18136
"5724","552949",383.79,44,2011-05-12,16033
"5725","552950",471.98,30,2011-05-12,16116
"5726","552951",254.86,38,2011-05-12,14988
"5727","552952",122.14,9,2011-05-12,13837
"5728","552953",167.03,14,2011-05-12,16745
"5729","552954",58.7,5,2011-05-12,14064
"5730","552955",55.4,3,2011-05-12,13113
"5731","552956",311.72,19,2011-05-12,12431
"5732","552957",47,3,2011-05-12,17404
"5733","552958",157.5,10,2011-05-12,15498
"5734","552959",39.9,8,2011-05-12,12748
"5735","552960",29.7,2,2011-05-12,18218
"5736","552961",317.66,22,2011-05-12,15489
"5737","552962",47.75,3,2011-05-12,14364
"5738","552963",270.69,27,2011-05-12,16743
"5739","552964",305.21,16,2011-05-12,16057
"5740","552965",292.38,14,2011-05-12,13477
"5741","552966",70.35,4,2011-05-12,16057
"5742","552967",68.2,7,2011-05-12,16006
"5743","552968",148.22,9,2011-05-12,16184
"5744","552969",263,14,2011-05-12,14021
"5745","552971",110.22,5,2011-05-12,14738
"5746","552972",153.74,9,2011-05-12,16043
"5747","552973",163.08,9,2011-05-12,16186
"5748","552974",77.24,4,2011-05-12,16186
"5749","552975",589.01,42,2011-05-12,17932
"5750","552977",234.47,15,2011-05-12,18221
"5751","552988",39.3,2,2011-05-12,14853
"5752","552990",366.5,21,2011-05-12,17667
"5753","553000",62.12,3,2011-05-12,17667
"5754","553001",70.8,4,2011-05-12,17658
"5755","553002",265.14,54,2011-05-12,13263
"5756","553003",7.8,6,2011-05-12,13263
"5757","553004",197.37,17,2011-05-12,17764
"5758","553005",416.32,60,2011-05-12,14651
"5759","553006",560.35,40,2011-05-12,15544
"5760","553007",75.6,4,2011-05-12,14000
"5761","553008",191.44,23,2011-05-12,17315
"5762","553009",373.2,42,2011-05-12,13601
"5763","553011",183.41,18,2011-05-12,14390
"5764","553012",185.35,9,2011-05-12,17671
"5765","553014",640.01,96,2011-05-12,13451
"5766","553015",56.2,17,2011-05-12,12748
"5767","553016",7.5,1,2011-05-12,12748
"5768","553017",572.23,75,2011-05-12,12757
"5769","553021",42.6,2,2011-05-12,18172
"5770","553034",420.59,29,2011-05-12,17970
"5771","553035",500.9,125,2011-05-12,17337
"5772","553036",107.6,7,2011-05-13,15129
"5773","553037",151.8,7,2011-05-13,12471
"5774","553038",106.6,5,2011-05-13,12471
"5775","553039",33.3,2,2011-05-13,16422
"5776","553040",13.2,1,2011-05-13,15981
"5777","553042",202.8,9,2011-05-13,15845
"5778","553044",364.88,21,2011-05-13,12682
"5779","553046",272.4,15,2011-05-13,13534
"5780","553047",19.8,1,2011-05-13,13534
"5781","553048",580.18,35,2011-05-13,14291
"5782","553049",16.5,1,2011-05-13,14291
"5783","553050",302.55,18,2011-05-13,15498
"5784","553051",19.5,1,2011-05-13,15498
"5785","553053",95.15,6,2011-05-13,12857
"5786","553054",173.07,31,2011-05-13,17886
"5787","553055",134.1,7,2011-05-13,16618
"5788","553056",16.95,1,2011-05-13,16618
"5789","553057",363.6,20,2011-05-13,16161
"5790","553058",149.34,16,2011-05-13,17790
"5791","553060",357.74,19,2011-05-13,15826
"5792","553061",262.25,41,2011-05-13,17238
"5793","553063",311.3,22,2011-05-13,13018
"5794","553064",51.4,4,2011-05-13,13018
"5795","553067",594.16,39,2011-05-13,16871
"5796","553074",372.57,79,2011-05-13,15529
"5797","553088",524.55,30,2011-05-13,16180
"5798","553095",59.4,3,2011-05-13,16180
"5799","553120",246.22,18,2011-05-13,17139
"5800","553125",439.64,25,2011-05-13,17139
"5801","553129",141.3,25,2011-05-13,17765
"5802","553130",178.97,11,2011-05-13,17398
"5803","553134",502.6,32,2011-05-13,15382
"5804","553140",66.04,18,2011-05-13,15373
"5805","553141",216.53,57,2011-05-13,15907
"5806","553142",90.84,14,2011-05-13,14527
"5807","553143",89.25,6,2011-05-13,12695
"5808","553144",49.5,2,2011-05-13,17669
"5809","553145",76.8,5,2011-05-13,14342
"5810","553146",479.88,27,2011-05-13,14873
"5811","553149",123.4,9,2011-05-13,14226
"5812","553151",403.52,24,2011-05-13,13089
"5813","553152",293.4,17,2011-05-13,13089
"5814","553153",17.4,1,2011-05-13,13089
"5815","553156",240.73,60,2011-05-13,17841
"5816","553158",542.12,33,2011-05-13,14194
"5817","553159",341.46,22,2011-05-13,14194
"5818","553160",85.36,5,2011-05-13,14194
"5819","553161",260.28,19,2011-05-13,12681
"5820","553164",18.9,8,2011-05-13,17961
"5821","553165",147.58,15,2011-05-13,13623
"5822","553166",145.1,9,2011-05-13,17655
"5823","553168",54.3,4,2011-05-13,15159
"5824","553169",36,2,2011-05-13,15159
"5825","553173",184.35,12,2011-05-13,17400
